"id","city","state","stateSlug","citySlug","country","pincode","currency","symbol","compliance","carriers","nodeType","dialingCode","timezone","latitude","longitude","landmark","carrierQuality","localSupport","population","mobileUsers","internetUsers","genderRatioText","malePercentage","femalePercentage","averageIncome","activeMobileDevices","mobilePenetration","internetPenetration","maleCount","femaleCount"
"uttar-pradesh-haldwani","Haldwani","Uttar Pradesh","uttar-pradesh","haldwani","India","263139","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","10.4299","83.9209","Haldwani Industrial Growth Center","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Haldwani, India","2268740","1685673","1225119","958 females per 1,000 males","51.1","48.9","₹6.95L per annum","2495614","74.3","54","1159326","1109414"
"uttar-pradesh-hamirpur","Hamirpur","Uttar Pradesh","uttar-pradesh","hamirpur","India","210301","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","30.3166","69.3078","Hamirpur Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Hamirpur, India","9262344","6900446","5390684","938 females per 1,000 males","51.6","48.4","₹11.74L per annum","9910708","74.5","58.2","4779370","4482974"
"uttar-pradesh-hapur","Hapur","Uttar Pradesh","uttar-pradesh","hapur","India","245101","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","9.4509","81.4032","Hapur Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Hapur, India","7563880","5589707","4296283","937 females per 1,000 males","51.6","48.4","₹7.89L per annum","8849739","73.9","56.8","3902962","3660918"
"uttar-pradesh-hardoi","Hardoi","Uttar Pradesh","uttar-pradesh","hardoi","India","241001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","11.5301","82.1585","Hardoi Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Hardoi, India","1464381","1127573","872771","951 females per 1,000 males","51.3","48.7","₹8.05L per annum","1640106","77","59.6","751227","713154"
"uttar-pradesh-kanpur","Kanpur","Uttar Pradesh","uttar-pradesh","kanpur","India","208001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","9.8126","72.0739","Kanpur Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Kanpur, India","9911840","7384320","5709219","913 females per 1,000 males","52.3","47.7","₹6.75L per annum","11101260","74.5","57.6","5183892","4727948"
"uttar-pradesh-kanpur-cantt","Kanpur Cantt.","Uttar Pradesh","uttar-pradesh","kanpur-cantt","India","208004","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","23.7324","81.6331","Kanpur Cantt. Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Kanpur Cantt., India","4861261","3626500","2732028","915 females per 1,000 males","52.2","47.8","₹9.64L per annum","5250161","74.6","56.2","2537578","2323683"
"uttar-pradesh-kheri","Kheri","Uttar Pradesh","uttar-pradesh","kheri","India","262701","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","28.8666","85.1028","Kheri Railway Station Chowk Node","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Kheri, India","4747480","3655559","2691821","915 females per 1,000 males","52.2","47.8","₹9.89L per annum","5412127","77","56.7","2478185","2269295"
"uttar-pradesh-khurja","Khurja","Uttar Pradesh","uttar-pradesh","khurja","India","203131","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","19.9","80.8649","Khurja Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Khurja, India","2846104","2163039","1576741","957 females per 1,000 males","51.1","48.9","₹8.98L per annum","2988409","76","55.4","1454359","1391745"
"uttar-pradesh-kunraghat","Kunraghat","Uttar Pradesh","uttar-pradesh","kunraghat","India","273008","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","21.5856","75.5853","Kunraghat Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Kunraghat, India","5571984","4279283","3109167","916 females per 1,000 males","52.2","47.8","₹11.00L per annum","6463501","76.8","55.8","2908576","2663408"
"uttar-pradesh-lalganj","Lalganj","Uttar Pradesh","uttar-pradesh","lalganj","India","229206","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","22.086","77.656","Lalganj Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Lalganj, India","9107126","6675523","5427847","961 females per 1,000 males","51","49","₹7.57L per annum","10746408","73.3","59.6","4644634","4462492"
"uttar-pradesh-lalitpur","Lalitpur","Uttar Pradesh","uttar-pradesh","lalitpur","India","284403","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","15.9009","71.6868","Lalitpur Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Lalitpur, India","5774500","4365521","3245269","963 females per 1,000 males","50.9","49.1","₹8.14L per annum","6582929","75.6","56.2","2939221","2835280"
"uttar-pradesh-landsdowne","Landsdowne","Uttar Pradesh","uttar-pradesh","landsdowne","India","246155","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","11.748","79.7291","Landsdowne District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Landsdowne, India","1359435","1001903","838771","933 females per 1,000 males","51.7","48.3","₹6.80L per annum","1359435","73.7","61.7","702828","656607"
"uttar-pradesh-lucknow-chowk","Lucknow Chowk","Uttar Pradesh","uttar-pradesh","lucknow-chowk","India","226003","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","town","+91 522","Asia/Kolkata","19.5346","74.6568","Lucknow Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Lucknow Chowk, India","135335","102177","79982","941 females per 1,000 males","51.5","48.5","₹8.67L per annum","161048","75.5","59.1","69698","65637"
"uttar-pradesh-lucknow-gpo","Lucknow GPO","Uttar Pradesh","uttar-pradesh","lucknow-gpo","India","226001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","post_office","+91 522","Asia/Kolkata","24.7252","87.1339","Lucknow District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Lucknow GPO, India","30923","22821","18986","964 females per 1,000 males","50.9","49.1","₹3.59L per annum","35870","73.8","61.4","15740","15183"
"uttar-pradesh-madhobewala","Madhobewala","Uttar Pradesh","uttar-pradesh","madhobewala","India","248110","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","9.1496","83.0251","Madhobewala Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Madhobewala, India","1885010","1442032","1057490","906 females per 1,000 males","52.5","47.5","₹11.15L per annum","2243161","76.5","56.1","989630","895380"
"uttar-pradesh-mainpuri","Mainpuri","Uttar Pradesh","uttar-pradesh","mainpuri","India","205001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","29.6957","84.8041","Mainpuri Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Mainpuri, India","6516304","4698255","3922815","948 females per 1,000 males","51.3","48.7","₹6.74L per annum","7298260","72.1","60.2","3342864","3173440"
"uttar-pradesh-mathura","Mathura","Uttar Pradesh","uttar-pradesh","mathura","India","281001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","25.7726","84.1407","Mathura District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Mathura, India","7987330","5926598","4432968","924 females per 1,000 males","52","48","₹7.79L per annum","8865936","74.2","55.5","4153412","3833918"
"uttar-pradesh-mau-nath-bhanjan","Mau Nath Bhanjan","Uttar Pradesh","uttar-pradesh","mau-nath-bhanjan","India","275101","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","21.0595","79.4888","Mau Nath Bhanjan Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Mau Nath Bhanjan, India","7763696","5978045","4200159","912 females per 1,000 males","52.3","47.7","₹10.05L per annum","7996606","77","54.1","4060413","3703283"
"uttar-pradesh-meerut","Meerut","Uttar Pradesh","uttar-pradesh","meerut","India","250001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","19.5344","81.9464","Meerut Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Meerut, India","3110276","2273611","1726203","960 females per 1,000 males","51","49","₹7.50L per annum","3141378","73.1","55.5","1586241","1524035"
"uttar-pradesh-meerut-city","Meerut City","Uttar Pradesh","uttar-pradesh","meerut-city","India","250002","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","20.5182","88.3605","Meerut City District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Meerut City, India","9437009","6822957","5699953","954 females per 1,000 males","51.2","48.8","₹8.57L per annum","9625749","72.3","60.4","4831749","4605260"
"uttar-pradesh-mirzapur","Mirzapur","Uttar Pradesh","uttar-pradesh","mirzapur","India","231001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","32.1918","87.0095","Mirzapur Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Mirzapur, India","6172648","4759111","3382611","913 females per 1,000 males","52.3","47.7","₹7.93L per annum","6234374","77.1","54.8","3228295","2944353"
"uttar-pradesh-moradabad","Moradabad","Uttar Pradesh","uttar-pradesh","moradabad","India","244001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","13.5638","75.0424","Moradabad Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Moradabad, India","7115193","5286588","4062775","944 females per 1,000 males","51.4","48.6","₹7.89L per annum","7186344","74.3","57.1","3657209","3457984"
"uttar-pradesh-muzaffarnagar","Muzaffarnagar","Uttar Pradesh","uttar-pradesh","muzaffarnagar","India","251001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 522","Asia/Kolkata","10.7036","77.7871","Muzaffarnagar Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Muzaffarnagar, India","6406560","4747260","3760650","951 females per 1,000 males","51.3","48.7","₹7.26L per annum","6726888","74.1","58.7","3286565","3119995"
